Retailer;Transaction ID;Invoice Date;Region;State;City;Product;Product ID; Price per Unit ;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
West Gear;IT2871;10/03/2021;West;Utah;Salt Lake City;Women's Street Footwear;WSF15; $16,00 ;140;2240;873,6;0,39;Outlet
West Gear;IT2872;10/03/2021;West;Utah;Salt Lake City;Women's Street Footwear;WSF17; $18,00 ;112;2016;1008;0,5;Online
West Gear;IT2873;10/03/2021;West;Utah;Salt Lake City;Men's Street Footwear;MSF13; $20,00 ;228;4560;1960,8;0,43;Outlet
West Gear;IT2874;10/03/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;WAF15; $20,00 ;75;1500;630;0,42;Outlet
West Gear;IT2875;10/03/2021;West;Utah;Salt Lake City;Women's Street Footwear;WSF22; $20,00 ;400;80000;28000;0,35;In-store
West Gear;IT2876;10/03/2021;West;Utah;Salt Lake City;Women's Apparel;WA11; $21,00 ;140;2940;1675,8;0,57;Outlet
West Gear;IT2877;10/03/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;MAF14; $22,00 ;105;2310;924;0,4;Outlet
West Gear;IT2878;10/03/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;WAF20; $23,00 ;73;1679;889,87;0,53;Online
Amazon;IT2879;10/03/2021;Northeast;Vermont;Burlington;Women's Street Footwear;WSF26; $23,00 ;85;1955;742,9;0,38;Outlet
West Gear;IT2880;10/03/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;WAF24; $25,00 ;250;62500;25000;0,4;In-store
Kohl's;IT2881;10/03/2021;West;Wyoming;Cheyenne;Women's Street Footwear;WSF34; $27,00 ;149;4023;1810,35;0,45;Online
West Gear;IT2882;10/03/2021;West;Utah;Salt Lake City;Men's Apparel;MA13; $28,00 ;90;2520;1008;0,4;Outlet
West Gear;IT2883;10/03/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;MAF22; $28,00 ;102;2856;1428;0,5;Online
West Gear;IT2884;10/03/2021;West;Utah;Salt Lake City;Men's Street Footwear;MSF25; $29,00 ;168;4872;2533,44;0,52;Online
West Gear;IT2885;10/03/2021;West;Utah;Salt Lake City;Women's Apparel;WA22; $29,00 ;100;2900;1856;0,64;Online
Amazon;IT2886;10/03/2021;Northeast;Vermont;Burlington;Women's Apparel;WA22; $29,00 ;96;2784;1280,64;0,46;Outlet
Amazon;IT2887;10/03/2021;Northeast;Vermont;Burlington;Women's Athletic Footwear;WAF32; $30,00 ;39;1170;468;0,4;Outlet
West Gear;IT2888;10/03/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;MAF25; $30,00 ;350;105000;36750;0,35;In-store
West Gear;IT2889;10/03/2021;West;Utah;Salt Lake City;Men's Street Footwear;MSF28; $30,00 ;670;201000;80400;0,4;In-store
West Gear;IT2890;10/03/2021;West;Utah;Salt Lake City;Women's Apparel;WA24; $30,00 ;400;120000;60000;0,5;In-store
Kohl's;IT2891;10/03/2021;West;Wyoming;Cheyenne;Women's Street Footwear;WSF38; $30,00 ;550;165000;57750;0,35;In-store
Kohl's;IT2892;10/03/2021;West;Wyoming;Cheyenne;Women's Athletic Footwear;WAF37; $33,00 ;112;3696;1737,12;0,47;Online
Amazon;IT2893;10/03/2021;Northeast;Vermont;Burlington;Women's Street Footwear;WSF44; $34,00 ;77;2618;1282,82;0,49;Online
Amazon;IT2894;10/03/2021;Northeast;Vermont;Burlington;Men's Street Footwear;MSF35; $35,00 ;185;6475;3172,75;0,49;Outlet
Kohl's;IT2895;10/03/2021;West;Wyoming;Cheyenne;Women's Athletic Footwear;WAF39; $35,00 ;400;140000;49000;0,35;In-store
Amazon;IT2896;10/03/2021;Northeast;Vermont;Burlington;Women's Street Footwear;WSF45; $35,00 ;275;96250;33687,5;0,35;In-store
Amazon;IT2897;10/03/2021;Northeast;Vermont;Burlington;Men's Apparel;MA24; $36,00 ;56;2016;786,24;0,39;Outlet
Amazon;IT2898;10/03/2021;Northeast;Vermont;Burlington;Men's Athletic Footwear;MAF33; $36,00 ;80;2880;1440;0,5;Outlet
Amazon;IT2899;10/03/2021;Northeast;Vermont;Burlington;Women's Athletic Footwear;WAF41; $36,00 ;38;1368;670,32;0,49;Online
Kohl's;IT2900;10/03/2021;West;Wyoming;Cheyenne;Men's Athletic Footwear;MAF34; $37,00 ;131;4847;2132,68;0,44;Online
Kohl's;IT2901;10/03/2021;West;Wyoming;Cheyenne;Women's Apparel;WA34; $37,00 ;165;6105;2258,85;0,37;Online
West Gear;IT2902;10/03/2021;West;Utah;Salt Lake City;Men's Apparel;MA26; $38,00 ;75;2850;1425;0,5;Online
Kohl's;IT2903;10/03/2021;West;Wyoming;Cheyenne;Men's Street Footwear;MSF39; $38,00 ;246;9348;5608,8;0,6;Online
West Gear;IT2904;10/03/2021;West;Utah;Salt Lake City;Men's Apparel;MA28; $40,00 ;300;120000;42000;0,35;In-store
Kohl's;IT2905;10/03/2021;West;Wyoming;Cheyenne;Men's Athletic Footwear;MAF37; $40,00 ;525;210000;63000;0,3;In-store
Kohl's;IT2906;10/03/2021;West;Wyoming;Cheyenne;Men's Street Footwear;MSF41; $40,00 ;820;328000;164000;0,5;In-store
Kohl's;IT2907;10/03/2021;West;Wyoming;Cheyenne;Women's Apparel;WA38; $40,00 ;550;220000;55000;0,25;In-store
Amazon;IT2908;10/03/2021;Northeast;Vermont;Burlington;Women's Athletic Footwear;WAF45; $40,00 ;125;50000;17500;0,35;In-store
Amazon;IT2909;10/03/2021;Northeast;Vermont;Burlington;Women's Apparel;WA40; $41,00 ;80;3280;1804;0,55;Online
Amazon;IT2910;10/03/2021;Northeast;Vermont;Burlington;Men's Athletic Footwear;MAF41; $42,00 ;70;2940;1675,8;0,57;Online
Amazon;IT2911;10/03/2021;Northeast;Vermont;Burlington;Men's Street Footwear;MSF46; $44,00 ;142;6248;3748,8;0,6;Online
Amazon;IT2912;10/03/2021;Northeast;Vermont;Burlington;Men's Athletic Footwear;MAF44; $45,00 ;250;112500;50625;0,45;In-store
Amazon;IT2913;10/03/2021;Northeast;Vermont;Burlington;Men's Street Footwear;MSF48; $45,00 ;545;245250;110362,5;0,45;In-store
Amazon;IT2914;10/03/2021;Northeast;Vermont;Burlington;Women's Apparel;WA46; $45,00 ;275;123750;49500;0,4;In-store
Kohl's;IT2915;10/03/2021;West;Wyoming;Cheyenne;Men's Apparel;MA39; $47,00 ;126;5922;2664,9;0,45;Online
Kohl's;IT2916;10/03/2021;West;Wyoming;Cheyenne;Men's Apparel;MA43; $50,00 ;450;225000;67500;0,3;In-store
Amazon;IT2917;10/03/2021;Northeast;Vermont;Burlington;Men's Apparel;MA45; $51,00 ;47;2397;1174,53;0,49;Online
Amazon;IT2918;10/03/2021;Northeast;Vermont;Burlington;Men's Apparel;MA51; $55,00 ;175;96250;33687,5;0,35;In-store
Kohl's;IT2919;10/03/2021;West;California;San Francisco;Women's Athletic Footwear;WAF37; $33,00 ;182;6006;2282,28;0,38;Outlet
Kohl's;IT2920;10/03/2021;West;California;San Francisco;Women's Athletic Footwear;WAF48; $41,00 ;160;6560;3214,4;0,49;Online
Kohl's;IT2921;10/03/2021;West;California;San Francisco;Women's Athletic Footwear;WAF53; $45,00 ;550;247500;86625;0,35;Outlet
Sports Direct;IT2922;10/03/2021;Midwest;Montana;Billings;Men's Street Footwear;MSF11; $18,00 ;210;3780;1890;0,5;Online
Sports Direct;IT2923;10/03/2021;Midwest;Montana;Billings;Men's Street Footwear;MSF13; $20,00 ;700;140000;49000;0,35;Outlet
Foot Locker;IT2924;11/03/2021;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;WSF34; $27,00 ;59;1593;669,06;0,42;Online
Foot Locker;IT2925;11/03/2021;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;WSF38; $30,00 ;225;67500;20250;0,3;Online
Foot Locker;IT2926;11/03/2021;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;WAF37; $33,00 ;23;759;333,96;0,44;Online
Foot Locker;IT2927;11/03/2021;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;WAF39; $35,00 ;75;26250;7875;0,3;Online
Foot Locker;IT2928;11/03/2021;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;MAF34; $37,00 ;50;1850;777;0,42;Online
Foot Locker;IT2929;11/03/2021;Midwest;South Dakota;Sioux Falls;Women's Apparel;WA34; $37,00 ;59;2183;1156,99;0,53;Online
Foot Locker;IT2930;11/03/2021;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;MSF40; $39,00 ;124;4836;2369,64;0,49;Online
Foot Locker;IT2931;11/03/2021;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;MAF37; $40,00 ;200;80000;24000;0,3;Online
Foot Locker;IT2932;11/03/2021;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;MSF41; $40,00 ;495;198000;69300;0,35;Online
Foot Locker;IT2933;11/03/2021;Midwest;South Dakota;Sioux Falls;Women's Apparel;WA38; $40,00 ;225;90000;36000;0,4;Online
Foot Locker;IT2934;11/03/2021;Midwest;South Dakota;Sioux Falls;Men's Apparel;MA39; $47,00 ;31;1457;728,5;0,5;Online
Foot Locker;IT2935;11/03/2021;Midwest;South Dakota;Sioux Falls;Men's Apparel;MA43; $50,00 ;125;62500;21875;0,35;Online
Kohl's;IT2936;11/03/2021;West;California;Los Angeles;Men's Apparel;MA24; $36,00 ;155;5580;3292,2;0,59;Outlet
Kohl's;IT2937;11/03/2021;West;California;Los Angeles;Men's Apparel;MA41; $49,00 ;145;7105;4689,3;0,66;Online
Kohl's;IT2938;11/03/2021;West;California;Los Angeles;Men's Apparel;MA43; $50,00 ;500;250000;137500;0,55;Outlet
Sports Direct;IT2939;11/03/2021;Midwest;Montana;Billings;Men's Athletic Footwear;MAF23; $29,00 ;182;5278;2427,88;0,46;Online
Sports Direct;IT2940;11/03/2021;Midwest;Montana;Billings;Men's Athletic Footwear;MAF24; $30,00 ;700;210000;73500;0,35;Outlet
Sports Direct;IT2941;12/03/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;MSF27; $30,00 ;163;4890;2102,7;0,43;Outlet
Sports Direct;IT2942;12/03/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;MAF34; $37,00 ;113;4181;1839,64;0,44;Outlet
Sports Direct;IT2943;12/03/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;MSF38; $37,00 ;137;5069;2534,5;0,5;Online
Sports Direct;IT2944;12/03/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;WAF43; $38,00 ;78;2964;1333,8;0,45;Outlet
Sports Direct;IT2945;12/03/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;WSF51; $39,00 ;124;4836;1837,68;0,38;Outlet
Sports Direct;IT2946;12/03/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;MSF41; $40,00 ;525;210000;84000;0,4;Online
Sports Direct;IT2947;12/03/2021;Southeast;Georgia;Atlanta;Women's Apparel;WA38; $40,00 ;112;4480;1299,2;0,29;Outlet
Sports Direct;IT2948;12/03/2021;Southeast;Georgia;Atlanta;Men's Apparel;MA30; $41,00 ;45;1845;756,45;0,41;Outlet
Sports Direct;IT2949;12/03/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;MAF47; $46,00 ;101;4646;2462,38;0,53;Online
Sports Direct;IT2950;12/03/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;WAF57; $47,00 ;73;3431;1784,12;0,52;Online
Sports Direct;IT2951;12/03/2021;Southeast;Georgia;Atlanta;Women's Apparel;WA50; $48,00 ;95;4560;1641,6;0,36;Online
Sports Direct;IT2952;12/03/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;WSF65; $49,00 ;113;5537;2713,13;0,49;Online
Sports Direct;IT2953;12/03/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;MAF52; $50,00 ;375;187500;75000;0,4;Online
Sports Direct;IT2954;12/03/2021;Southeast;Georgia;Atlanta;Women's Apparel;WA54; $50,00 ;350;175000;43750;0,25;Online
Sports Direct;IT2955;12/03/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;WAF61; $50,00 ;250;125000;50000;0,4;Online
Sports Direct;IT2956;12/03/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;WSF66; $50,00 ;375;187500;65625;0,35;Online
Sports Direct;IT2957;12/03/2021;Southeast;Georgia;Atlanta;Men's Apparel;MA45; $51,00 ;39;1989;934,83;0,47;Online
Sports Direct;IT2958;12/03/2021;Southeast;Georgia;Atlanta;Men's Apparel;MA51; $55,00 ;150;82500;28875;0,35;Online
Kohl's;IT2959;12/03/2021;West;California;Los Angeles;Women's Apparel;WA22; $29,00 ;210;6090;1400,7;0,23;Outlet
Kohl's;IT2960;12/03/2021;West;California;Los Angeles;Women's Apparel;WA40; $41,00 ;182;7462;2313,22;0,31;Online
Kohl's;IT2961;12/03/2021;West;California;Los Angeles;Women's Apparel;WA46; $45,00 ;700;315000;63000;0,2;Outlet
Kohl's;IT2962;12/03/2021;Midwest;Kansas;Wichita;Women's Street Footwear;WSF03; $9,00 ;75;675;310,5;0,46;Online
Kohl's;IT2963;12/03/2021;Midwest;Kansas;Wichita;Women's Street Footwear;WSF05; $10,00 ;250;25000;8750;0,35;Online
Kohl's;IT2964;12/03/2021;Midwest;Kansas;Wichita;Men's Athletic Footwear;MAF08; $19,00 ;59;1121;526,87;0,47;Online
Kohl's;IT2965;12/03/2021;Midwest;Kansas;Wichita;Women's Athletic Footwear;WAF14; $20,00 ;100;20000;7000;0,35;Online
Kohl's;IT2966;12/03/2021;Midwest;Kansas;Wichita;Men's Athletic Footwear;MAF09; $20,00 ;225;45000;15750;0,35;Online
Kohl's;IT2967;12/03/2021;Midwest;Kansas;Wichita;Men's Street Footwear;MSF13; $20,00 ;545;109000;38150;0,35;Online
Kohl's;IT2968;12/03/2021;Midwest;Kansas;Wichita;Men's Street Footwear;MSF13; $20,00 ;153;3060;1499,4;0,49;Online
Kohl's;IT2969;12/03/2021;Midwest;Kansas;Wichita;Women's Athletic Footwear;WAF15; $20,00 ;26;520;249,6;0,48;Online
Kohl's;IT2970;12/03/2021;Midwest;Kansas;Wichita;Women's Apparel;WA13; $23,00 ;65;1495;747,5;0,5;Online
Kohl's;IT2971;12/03/2021;Midwest;Kansas;Wichita;Women's Apparel;WA17; $25,00 ;250;62500;21875;0,35;Online
Sports Direct;IT2972;12/03/2021;Midwest;Montana;Billings;Women's Street Footwear;WSF34; $27,00 ;130;3510;1579,5;0,45;Online
Sports Direct;IT2973;12/03/2021;Midwest;Montana;Billings;Women's Street Footwear;WSF37; $30,00 ;500;150000;52500;0,35;Outlet
Kohl's;IT2974;12/03/2021;Midwest;Kansas;Wichita;Men's Apparel;MA19; $32,00 ;41;1312;603,52;0,46;Online
Kohl's;IT2975;12/03/2021;Midwest;Kansas;Wichita;Men's Apparel;MA23; $35,00 ;150;52500;18375;0,35;Online
Sports Direct;IT2976;13/03/2021;Northeast;Massachusetts;Boston;Women's Street Footwear;WSF26; $23,00 ;60;1380;441,6;0,32;Outlet
Sports Direct;IT2977;13/03/2021;Northeast;Massachusetts;Boston;Women's Athletic Footwear;WAF24; $25,00 ;93;2325;651;0,28;Outlet
Sports Direct;IT2978;13/03/2021;Northeast;Massachusetts;Boston;Men's Street Footwear;MSF24; $28,00 ;155;4340;1475,6;0,34;Outlet
Sports Direct;IT2979;13/03/2021;Northeast;Massachusetts;Boston;Women's Street Footwear;WSF35; $28,00 ;50;1400;546;0,39;Online
Foot Locker;IT2980;13/03/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;WSF36; $29,00 ;69;2001;1080,54;0,54;Online
Foot Locker;IT2981;13/03/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;WSF38; $30,00 ;275;82500;33000;0,4;In-store
Sports Direct;IT2982;13/03/2021;Northeast;Massachusetts;Boston;Women's Street Footwear;WSF38; $30,00 ;200;60000;15000;0,25;In-store
Sports Direct;IT2983;13/03/2021;Northeast;Massachusetts;Boston;Men's Athletic Footwear;MAF27; $31,00 ;61;1891;642,94;0,34;Outlet
Sports Direct;IT2984;13/03/2021;Northeast;Massachusetts;Boston;Women's Apparel;WA26; $31,00 ;68;2108;779,96;0,37;Outlet
Foot Locker;IT2985;13/03/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;WAF36; $32,00 ;31;992;525,76;0,53;Online
Sports Direct;IT2986;13/03/2021;Northeast;Massachusetts;Boston;Women's Athletic Footwear;WAF38; $34,00 ;87;2958;1064,88;0,36;Online
Foot Locker;IT2987;13/03/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;WAF39; $35,00 ;125;43750;17500;0,4;In-store
Sports Direct;IT2988;13/03/2021;Northeast;Massachusetts;Boston;Women's Athletic Footwear;WAF39; $35,00 ;300;105000;26250;0,25;In-store
Sports Direct;IT2989;13/03/2021;Northeast;Massachusetts;Boston;Men's Apparel;MA24; $36,00 ;31;1116;334,8;0,3;Outlet
Foot Locker;IT2990;13/03/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;MSF37; $36,00 ;158;5688;2616,48;0,46;Online
Sports Direct;IT2991;13/03/2021;Northeast;Massachusetts;Boston;Men's Athletic Footwear;MAF35; $38,00 ;47;1786;803,7;0,45;Online
Sports Direct;IT2992;13/03/2021;Northeast;Massachusetts;Boston;Men's Street Footwear;MSF39; $38,00 ;127;4826;2123,44;0,44;Online
Foot Locker;IT2993;13/03/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;MAF36; $39,00 ;68;2652;1193,4;0,45;Online
Foot Locker;IT2994;13/03/2021;Northeast;Delaware;Wilmington;Women's Apparel;WA36; $39,00 ;72;2808;1404;0,5;Online
Sports Direct;IT2995;13/03/2021;Northeast;Massachusetts;Boston;Women's Apparel;WA36; $39,00 ;54;2106;863,46;0,41;Online
Foot Locker;IT2996;13/03/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;MAF37; $40,00 ;250;100000;35000;0,35;In-store
Sports Direct;IT2997;13/03/2021;Northeast;Massachusetts;Boston;Men's Athletic Footwear;MAF37; $40,00 ;175;70000;21000;0,3;In-store
Foot Locker;IT2998;13/03/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;MSF41; $40,00 ;545;218000;76300;0,35;In-store
Sports Direct;IT2999;13/03/2021;Northeast;Massachusetts;Boston;Men's Street Footwear;MSF41; $40,00 ;470;188000;56400;0,3;In-store
Foot Locker;IT3000;13/03/2021;Northeast;Delaware;Wilmington;Women's Apparel;WA38; $40,00 ;275;110000;44000;0,4;In-store
Sports Direct;IT3001;13/03/2021;Northeast;Massachusetts;Boston;Women's Apparel;WA38; $40,00 ;200;80000;24000;0,3;In-store
Foot Locker;IT3002;13/03/2021;Northeast;Delaware;Wilmington;Men's Apparel;MA38; $46,00 ;49;2254;924,14;0,41;Online
Sports Direct;IT3003;13/03/2021;Northeast;Massachusetts;Boston;Men's Apparel;MA38; $46,00 ;29;1334;520,26;0,39;Online
Foot Locker;IT3004;13/03/2021;Northeast;Delaware;Wilmington;Men's Apparel;MA43; $50,00 ;175;87500;26250;0,3;In-store
Sports Direct;IT3005;13/03/2021;Northeast;Massachusetts;Boston;Men's Apparel;MA43; $50,00 ;100;50000;12500;0,25;In-store
Kohl's;IT3006;13/03/2021;West;California;Los Angeles;Men's Street Footwear;MSF24; $28,00 ;240;6720;3091,2;0,46;Outlet
Kohl's;IT3007;13/03/2021;West;California;Los Angeles;Men's Street Footwear;MSF33; $34,00 ;225;7650;4054,5;0,53;Online
Kohl's;IT3008;13/03/2021;West;California;Los Angeles;Men's Street Footwear;MSF35; $35,00 ;750;262500;105000;0,4;Outlet
Sports Direct;IT3009;13/03/2021;Midwest;Montana;Billings;Women's Athletic Footwear;WAF36; $32,00 ;135;4320;2462,4;0,57;Online
Sports Direct;IT3010;13/03/2021;Midwest;Montana;Billings;Women's Athletic Footwear;WAF39; $35,00 ;500;175000;78750;0,45;Outlet
Kohl's;IT3011;14/03/2021;West;California;Los Angeles;Men's Athletic Footwear;MAF24; $30,00 ;215;6450;1999,5;0,31;Outlet
Kohl's;IT3012;14/03/2021;West;California;Los Angeles;Men's Athletic Footwear;MAF42; $43,00 ;195;8385;3354;0,4;Online
Kohl's;IT3013;14/03/2021;West;California;Los Angeles;Men's Athletic Footwear;MAF44; $45,00 ;650;292500;73125;0,25;Outlet
Sports Direct;IT3014;14/03/2021;South;Tennessee;Knoxville;Men's Apparel;MA15; $30,00 ;123;3690;1254,6;0,34;Outlet
Sports Direct;IT3015;14/03/2021;South;Tennessee;Knoxville;Men's Apparel;MA27; $39,00 ;95;3705;1482;0,4;Online
Sports Direct;IT3016;14/03/2021;South;Tennessee;Knoxville;Men's Apparel;MA28; $40,00 ;350;140000;42000;0,3;Outlet
Sports Direct;IT3017;15/03/2021;Midwest;Michigan;Detroit;Women's Street Footwear;WSF29; $25,00 ;475;118750;35625;0,3;In-store
Sports Direct;IT3018;15/03/2021;Midwest;Michigan;Detroit;Women's Street Footwear;WSF29; $25,00 ;124;3100;1240;0,4;Online
Sports Direct;IT3019;15/03/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;WAF30; $29,00 ;91;2639;1266,72;0,48;Online
Sports Direct;IT3020;15/03/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;WAF31; $30,00 ;325;97500;34125;0,35;In-store
Sports Direct;IT3021;15/03/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;MAF28; $32,00 ;126;4032;2177,28;0,54;Online
Sports Direct;IT3022;15/03/2021;Midwest;Michigan;Detroit;Women's Apparel;WA28; $33,00 ;143;4719;3256,11;0,69;Online
Sports Direct;IT3023;15/03/2021;Midwest;Michigan;Detroit;Men's Street Footwear;MSF33; $34,00 ;216;7344;4479,84;0,61;Online
Sports Direct;IT3024;15/03/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;MAF31; $35,00 ;450;157500;63000;0,4;In-store
Sports Direct;IT3025;15/03/2021;Midwest;Michigan;Detroit;Men's Street Footwear;MSF35; $35,00 ;770;269500;134750;0,5;In-store
Sports Direct;IT3026;15/03/2021;Midwest;Michigan;Detroit;Women's Apparel;WA31; $35,00 ;475;166250;91437,5;0,55;In-store
Sports Direct;IT3027;15/03/2021;Midwest;Michigan;Detroit;Men's Apparel;MA32; $43,00 ;94;4042;2101,84;0,52;Online
Sports Direct;IT3028;15/03/2021;Midwest;Michigan;Detroit;Men's Apparel;MA36; $45,00 ;375;168750;67500;0,4;In-store
Kohl's;IT3029;15/03/2021;West;California;Los Angeles;Women's Street Footwear;WSF43; $33,00 ;223;7359;3090,78;0,42;Outlet
Kohl's;IT3030;15/03/2021;West;California;Los Angeles;Women's Street Footwear;WSF58; $44,00 ;169;7436;3718;0,5;Online
Kohl's;IT3031;15/03/2021;West;California;Los Angeles;Women's Street Footwear;WSF59; $45,00 ;675;303750;121500;0,4;Outlet
Sports Direct;IT3032;15/03/2021;South;Tennessee;Knoxville;Women's Apparel;WA14; $24,00 ;170;4080;2162,4;0,53;Outlet
Sports Direct;IT3033;15/03/2021;South;Tennessee;Knoxville;Women's Apparel;WA28; $33,00 ;125;4125;2681,25;0,65;Online
Sports Direct;IT3034;15/03/2021;South;Tennessee;Knoxville;Women's Apparel;WA31; $35,00 ;500;175000;87500;0,5;Outlet
West Gear;IT3035;16/03/2021;South;Louisiana;New Orleans;Men's Street Footwear;MSF25; $29,00 ;179;5191;2387,86;0,46;Outlet
West Gear;IT3036;16/03/2021;South;Louisiana;New Orleans;Women's Apparel;WA22; $29,00 ;109;3161;1169,57;0,37;Outlet
Sports Direct;IT3037;16/03/2021;Southeast;Florida;Orlando;Men's Street Footwear;MSF35; $35,00 ;171;5985;2034,9;0,34;Outlet
West Gear;IT3038;16/03/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;MAF35; $38,00 ;120;4560;2006,4;0,44;Outlet
West Gear;IT3039;16/03/2021;South;Louisiana;New Orleans;Women's Street Footwear;WSF51; $39,00 ;120;4680;2106;0,45;Outlet
West Gear;IT3040;16/03/2021;South;Louisiana;New Orleans;Men's Apparel;MA28; $40,00 ;50;2000;1020;0,51;Outlet
West Gear;IT3041;16/03/2021;South;Louisiana;New Orleans;Women's Apparel;WA40; $41,00 ;95;3895;1752,75;0,45;Online
Sports Direct;IT3042;16/03/2021;Southeast;Florida;Orlando;Women's Athletic Footwear;WAF49; $42,00 ;114;4788;1675,8;0,35;Outlet
West Gear;IT3043;16/03/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;WAF50; $43,00 ;96;4128;1775,04;0,43;Outlet
Sports Direct;IT3044;16/03/2021;Southeast;Florida;Orlando;Men's Apparel;MA33; $44,00 ;60;2640;686,4;0,26;Outlet
Sports Direct;IT3045;16/03/2021;Southeast;Florida;Orlando;Men's Athletic Footwear;MAF43; $44,00 ;124;5456;1691,36;0,31;Outlet
West Gear;IT3046;16/03/2021;South;Louisiana;New Orleans;Men's Street Footwear;MSF46; $44,00 ;147;6468;3298,68;0,51;Online
West Gear;IT3047;16/03/2021;South;Louisiana;New Orleans;Men's Street Footwear;MSF48; $45,00 ;525;236250;94500;0,4;In-store
West Gear;IT3048;16/03/2021;South;Louisiana;New Orleans;Women's Apparel;WA46; $45,00 ;350;157500;55125;0,35;In-store
Sports Direct;IT3049;16/03/2021;Southeast;Florida;Orlando;Men's Street Footwear;MSF51; $46,00 ;160;7360;3017,6;0,41;Online
